Jenis Kelamin,Umur,Wilayah,Tanggapan,Tanggapan_Final,text_clean,topic_number,topic_id,topic_label,topic_probability
Perempuan,15 sampai 17 tahun,Tapteng,sedih banget kehilangan dan yah tentuhnya sedih banget,sedih banget hilang yah tentuhnya sedih banget,sedih hilang yah tentuhnya sedih,1,0,Kehilangan & Trauma Keluarga,0.4375
Perempuan,15 sampai 17 tahun,Tapteng,saya merasa sedih pada saat bencana terjad kemarin karena abang dan kakak saya tidak bisa menghubungi kami karena jaringan pada saat itu hilang beberapa hari dan juga keluarga yang lain sulit dikabarin,rasa sedih saat bencana terjad kemarin abang kakak tidak hubung karena jaring saat hilang beberapa hari juga keluarga lain sulit dikabarin,rasa sedih bencana terjad kemarin abang kakak hubung jaring hilang beberapa keluarga sulit dikabarin,1,0,Kehilangan & Trauma Keluarga,0.8654
Perempuan,15 sampai 17 tahun,Tapteng,masih membekas dipikiran saya adalah pada saat banjir kaya dari pagi belum makan sampai sore pada saat sebelum penyelamatan dan saya disitu kedinginan dan takut gelisah,bekas pikir adalah saat banjir kaya pagi makan sore saat selamat saya situ dingin takut gelisah,bekas pikir adalah banjir makan selamat situ dingin takut gelisah,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5016
Perempuan,15 sampai 17 tahun,Tapteng,saya trauma pikiran kacau saat bencana saya menangis takut airnya bakalan besar dan merenungrenung gimana keadaan rumah gimana barangbarang rumah apakah masih ada dan tidak,trauma pikir kacau bencana menang takut air bakal besar merenungrenung gimana ada rumah gimana barangbarang rumah masih dan,trauma pikir kacau bencana menang takut air bakal besar merenungrenung gimana rumah gimana barangbarang rumah,2,1,Ketakutan & Dampak Banjir,0.6839
Perempuan,15 sampai 17 tahun,Tapteng,hati saya sedih melihat orang yang nyawanya hilang karena terkena longsor dan saya cemas akibat tidak boleh menghubungi keluarga karena jaringan tidak ada dan listrik mati,hati sedih lihat orang nyawa hilang kena longsor saya cemas akibat boleh hubung keluarga jaring ada listrik mati,hati sedih lihat orang nyawa hilang kena longsor cemas akibat boleh hubung keluarga jaring listrik mati,2,1,Ketakutan & Dampak Banjir,0.5152
Perempuan,15 sampai 17 tahun,Tapteng,perasaan yang saya rasakan setelah banjir bandang terjadi adalah sampai saat in ketakutan yang begitu mendalam saya sangat takut banjir itu terjadi lagi saya sangat sedih karena desa saya banyak yang hancur,asa rasa banjir bandang jadi sampai in takut begitu dalam sangat takut banjir jadi saya sangat sedih desa saya banyak hancur,asa rasa banjir bandang sampai takut begitu takut banjir sedih desa hancur,2,1,Ketakutan & Dampak Banjir,0.7914
Perempuan,15 sampai 17 tahun,Tapteng,perasaan yang saya rasakan dari awak banjir sampai sekarang yaitu sedih dan haru karena banjir yang sangat besar dari sebelumsebelum banjir yang telah terjadi kini,asa saya rasa awak banjir sekarang sedih haru banjir sangat besar sebelumsebelum banjir telah jadi kini,asa rasa awak banjir sekarang sedih haru banjir besar sebelumsebelum banjir telah kini,2,1,Ketakutan & Dampak Banjir,0.8316
Perempuan,15 sampai 17 tahun,Tapteng,pada saat banjir yang saya pikirkan bagaimana perekonomian keluarga pada saat itu dikarenakan susahnya pencarian pada saat itu,saat banjir saya pikir bagaimana ekonomi keluarga saat karena susah cari saat,banjir pikir bagaimana ekonomi keluarga susah cari,5,4,Dampak Pendidikan & Tempat Tidur,0.6969
Perempuan,15 sampai 17 tahun,Tapteng,sedih trauma setiap malam saya berdoa agar bencana ini tidak berulang lagi,sedih trauma malam doa bencana tidak ulang,sedih trauma doa bencana ulang,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,15 sampai 17 tahun,Tapteng,hancur sakit sedih rapuh ingin menyampaikan pada siapapun yang saat itu siap namun tak ada yang siap gelisah yang terasa menghantui dan terus mengikuti,hancur sakit sedih rapuh sampai siapa saat siap tak siap gelisah yang asa hantu terus ikut,hancur sakit sedih rapuh sampai siapa siap tak siap gelisah asa hantu ikut,8,7,Keluhan Fisik & Kesehatan,0.5596
Perempuan,15 sampai 17 tahun,Tapteng,perut saya jadi kelaparan dan pinggang saya kerasa sakit akibat memebrsihkan rumah,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,perut lapar pinggang rasa sakit akibat memebrsihkan rumah,8,7,Keluhan Fisik & Kesehatan,0.5578
Perempuan,15 sampai 17 tahun,Tapteng,pada saat setelah banjir sempat mengalami diare tetapi sekarang sudah tidak merasakannya lagi,saat banjir sempat alami diare sekarang tidak rasa,banjir sempat alami diare sekarang rasa,8,7,Keluhan Fisik & Kesehatan,0.5219
Perempuan,15 sampai 17 tahun,Tapteng,setelah banjir bandang terjadi perut saya terasa sakit karena makanan yang sangat memperhantikan dan pinggang saya sakit karena membersihkan rumah,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,banjir bandang perut asa sakit makan memperhantikan pinggang sakit bersih rumah,8,7,Keluhan Fisik & Kesehatan,0.3787
Perempuan,15 sampai 17 tahun,Tapteng,saya tidak merasakan apaapa didalam perut saya,tidak rasa apaapa dalam perut,rasa apaapa perut,8,7,Keluhan Fisik & Kesehatan,0.75
Perempuan,15 sampai 17 tahun,Tapteng,kelaparan,lapar,lapar,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,15 sampai 17 tahun,Tapteng,pinggang terasa sakit dan kram perut yang dipaksa menerima apapun yang ada beras basah yang dimasakan dengan alat seadanya merasakan lapar yang ditahan karena keadaan memaksa durian tak berasa pun tetap disantap dan kerak nasi dari periuk yang tetap di makan dengan tangan gemetar,pinggang asa sakit kram perut paksa terima apa ada beras basah masa alat ada rasa lapar tahan ada paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,pinggang asa sakit kram perut paksa terima apa beras basah masa alat rasa lapar tahan paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,8,7,Keluhan Fisik & Kesehatan,0.5634
Perempuan,15 sampai 17 tahun,Tapteng,semenjak saya memakan indomie perut saya menjadi sakit minggu yang lalu saya pergi berobat ke rumah sakit dan sekarang saya sudah sembuh,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,semenjak makan indomie perut sakit pergi obat rumah sakit sekarang sembuh,7,6,Kebutuhan Makan & Aktivitas Fisik,0.484
Perempuan,15 sampai 17 tahun,Tapteng,waktu bencana perut sakit semua dimakan apa yang ada durian indomie rambutan manggis satu harian mau tidak masuk nasi dan sampai sekarang asam lambung sering terjadi,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,bencana perut sakit semua makan apa durian indomie rambutan manggis satu masuk nasi sampai sekarang asam lambung,8,7,Keluhan Fisik & Kesehatan,0.5161
Perempuan,15 sampai 17 tahun,Tapteng,saya merasa perut saya sering sakit dan badan saya kurang enak,rasa perut sering sakit badan kurang enak,rasa perut sakit badan kurang enak,8,7,Keluhan Fisik & Kesehatan,0.9103
Perempuan,15 sampai 17 tahun,Tapteng,saya merasa kelaparan dan sakit perut,rasa lapar sakit perut,rasa lapar sakit perut,8,7,Keluhan Fisik & Kesehatan,0.6868
Perempuan,15 sampai 17 tahun,Tapteng,pinggang saya sakit dan perut saya kembung,pinggang sakit perut kembung,pinggang sakit perut kembung,8,7,Keluhan Fisik & Kesehatan,0.7066
Perempuan,15 sampai 17 tahun,Tapteng,saya tidak merasakan apaapa di bagian pinggang dan perut,tidak rasa apaapa bagi pinggang perut,rasa apaapa bagi pinggang perut,8,7,Keluhan Fisik & Kesehatan,0.8542
Perempuan,15 sampai 17 tahun,Tapteng,yang saya lakukan karena air lagi susah saya selalu mengangkat air untuk air minum dan saya juga sering menulis dengan tangan dan mengerjakan pekerjaan lama seperti bersihbersih,laku air susah saya selalu angkat air air minum saya sering tulis tangan kerja kerja lama bersihbersih,laku air susah selalu angkat air air minum tulis tangan kerja kerja bersihbersih,4,3,Kebersihan & Aktivitas Pemulihan,0.4694
Perempuan,15 sampai 17 tahun,Tapteng,sering mengambil ar dirumah tetangga menyuci baju yang terkena lumpur menulis materi pembelajaran,sering ambil ar rumah tetangga suci baju kena lumpur tulis materi ajar,ambil rumah tetangga suci baju kena lumpur tulis materi ajar,4,3,Kebersihan & Aktivitas Pemulihan,0.5008
Perempuan,15 sampai 17 tahun,Tapteng,membersihkan lumpurkotoran bekas bencana kemarin selama hari,bersih lumpurkotoran bekas bencana kemarin lama hari,bersih lumpurkotoran bekas bencana kemarin,4,3,Kebersihan & Aktivitas Pemulihan,0.8793
Perempuan,15 sampai 17 tahun,Tapteng,tangan saya merasa pegal akibat menulis menggunakan paha bukan meja dan saya sekarang lebih sering membersihkan rumah karena rumah terkena banjir dan lumpur,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,tangan rasa pegal akibat tulis guna paha bukan meja sekarang bersih rumah rumah kena banjir lumpur,4,3,Kebersihan & Aktivitas Pemulihan,0.7848
Perempuan,15 sampai 17 tahun,Tapteng,membersihkan lumpur di sekolah dan menimbah air sumur,bersih lumpur sekolah menimbah air sumur,bersih lumpur sekolah menimbah air sumur,4,3,Kebersihan & Aktivitas Pemulihan,0.9103
Perempuan,15 sampai 17 tahun,Tapteng,saya menggunakan tangan saya untuk mencangkul tanah bekas bencana membersihkan lumpur di rumah,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,guna tangan cangkul tanah bekas bencana bersih lumpur rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.9286
Perempuan,15 sampai 17 tahun,Tapteng,menggunakan peralatanperalatan untuk bersihkan lumpur,guna peralatanperalatan sih lumpur,guna peralatanperalatan sih lumpur,4,3,Kebersihan & Aktivitas Pemulihan,0.5526
Perempuan,15 sampai 17 tahun,Tapteng,kalau sekarang yang tangan jadi sering untuk membantu mamak mencuci dan membereskan rumah tapi tentunya tidak paksaan,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,sekarang tangan bantu mamak cuci beres rumah tentu paksa,4,3,Kebersihan & Aktivitas Pemulihan,0.6632
Perempuan,15 sampai 17 tahun,Tapteng,membersihkan lumpur dan mengangkat kayu yang terbawa arus banjir,bersih lumpur angkat kayu bawa arus banjir,bersih lumpur angkat kayu bawa arus banjir,3,2,Kerusakan Rumah & Bantuan,0.4546
Perempuan,15 sampai 17 tahun,Tapteng,yang tangan saya pegang setelah banjir adalah lumpur becek karena membersihkan rumah,tangan pegang banjir lumpur becek bersih rumah,tangan pegang banjir lumpur becek bersih rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.9204
Perempuan,15 sampai 17 tahun,Tapteng,tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayukayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur kamar mandi dan halaman,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,tangan gemetar lelah air banjir mengangjkat kayukayu bersih lumpur lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,4,3,Kebersihan & Aktivitas Pemulihan,0.633
Perempuan,15 sampai 17 tahun,Tapteng,saya menggunakan tangan saya pada bencana kemarin untuk membersihkan lumpurlumpur yang di dalam dan di sekitar rumah saya,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,guna tangan bencana kemarin bersih lumpurlumpur sekitar rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.9103
Perempuan,15 sampai 17 tahun,Tapteng,kegiatan tangan yang sering di lakukan adalah membersihkan dari diri sendiri tanpa ada paksaan,giat tangan sering laku bersih diri sendiri ada paksa,giat tangan laku bersih diri sendiri paksa,4,3,Kebersihan & Aktivitas Pemulihan,0.9102
Perempuan,15 sampai 17 tahun,Tapteng,aktivitas yang di lakukan setelah adanya banjir yaitu membeli kebutuhan di pasar mengambil air di dekat gunung mengambil minyak di pom bensin,aktivitas laku ada banjir beli butuh pasar ambil air dekat gunung ambil minyak di pom bensin,aktivitas laku banjir beli butuh pasar ambil air dekat gunung ambil minyak pom bensin,3,2,Kerusakan Rumah & Bantuan,0.6883
Perempuan,15 sampai 17 tahun,Tapteng,jalan kaki dari aek horsik ke pandan untuk mencari beras dan membersihkan rumah sampai kaki kenak kaca dan kenak paku karena benda tajam tertutup lumpur,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,kaki aek horsik pandan cari beras bersih rumah kaki kaca paku benda tajam tutup lumpur,7,6,Kebutuhan Makan & Aktivitas Fisik,0.542
Perempuan,15 sampai 17 tahun,Tapteng,kaki saya capek dan letih karena menunggu antrian pembagian beras bulog di gudang tempatnya di pondok batu,kaki capek letih tunggu antri bagi beras bulog gudang tempat pondok batu,kaki capek letih tunggu antri bagi beras bulog gudang tempat pondok batu,6,5,Bencana & Kehilangan Tempat Tinggal,0.4489
Perempuan,15 sampai 17 tahun,Tapteng,kaki saya terasa sakit semenjak jalan akses tertutup mulai dari rumah kami rela berjalan kaki sampai ke pandan demi mengambil beras,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,kaki asa sakit semenjak akses tutup rumah rela kaki pandan ambil beras,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4331
Perempuan,15 sampai 17 tahun,Tapteng,kaki saya terasa capek karena mengantri beras bulog di pondok batu,kaki asa capek antri beras bulog pondok batu,kaki asa capek antri beras bulog pondok batu,4,3,Kebersihan & Aktivitas Pemulihan,0.7187
Perempuan,15 sampai 17 tahun,Tapteng,pergi ke rumah nenek untuk mengungsi pada saat banjir,pergi rumah nenek ungsi saat banjir,pergi rumah nenek ungsi banjir,2,1,Ketakutan & Dampak Banjir,0.7316
Perempuan,15 sampai 17 tahun,Tapteng,kaki saya kerasa capek karena memndahkan barangbarang supaya tidak terkenak banjir dan kaki saya capek karena nunggu bensin yang susah dicari atau di dapatkan,kaki rasa capek memndahkan barangbarang tidak nak banjir kaki capek nunggu bensin susah cari di dapat,kaki rasa capek memndahkan barangbarang banjir kaki capek nunggu bensin susah cari dapat,8,7,Keluhan Fisik & Kesehatan,0.4384
Perempuan,15 sampai 17 tahun,Tapteng,tidak merasakan capek karna cuman jalan,rasa capek karna cuman jalan,rasa capek cuman,8,7,Keluhan Fisik & Kesehatan,0.8158
Perempuan,15 sampai 17 tahun,Tapteng,melangkahkan kaki ke sarudik menumpang mobil orang lain agar sampai lebih cepat demi sedikit beras untuk melanjutkan hidup saat itu ke kebun mengikuti tetangga dan menemani untuk melihat durian agar ada makanan,langkah kaki sarudik tumpang mobil orang lebih cepat sedikit beras lanjut hidup itu kebun ikut tetangga tani lihat durian agar ada makan,langkah kaki sarudik tumpang mobil orang sedikit beras lanjut hidup kebun ikut tetangga tani lihat durian agar makan,3,2,Kerusakan Rumah & Bantuan,0.5093
Perempuan,15 sampai 17 tahun,Tapteng,kesekolah untuk belajar membawa air ke rumah setelah diambil,seko ajar bawa air rumah ambil,seko ajar bawa air rumah ambil,2,1,Ketakutan & Dampak Banjir,0.3925
Perempuan,15 sampai 17 tahun,Tapteng,setelah banjir saya harus berjalan kaki untuk mencari jaringan untuk menghubungi keluarga dan saya harus berjalan kaki ke sibolga untuk mengambil beras karena harga beras yang sangat mahal,banjir jalan kaki cari jaring hubung keluarga saya harus jalan kaki sibolga ambil beras harga beras sangat mahal,banjir kaki cari jaring hubung keluarga harus kaki sibolga ambil beras harga beras mahal,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6594
Perempuan,15 sampai 17 tahun,Tapteng,saya pergi ke sekolah untuk belajar dan juga saya sering pergi mengangkat air untuk tujuan mendapatkan air bersih,pergi sekolah ajar juga sering pergi angkat air tuju dapat air bersih,pergi sekolah ajar pergi angkat air tuju dapat air bersih,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4336
Perempuan,15 sampai 17 tahun,Tapteng,saya melakukan kativitas mengelilingi keadaan sekitar dan melihatlihat,laku kativitas keliling ada dan melihatlihat,laku kativitas keliling melihatlihat,3,2,Kerusakan Rumah & Bantuan,0.6111
Laki laki,15 sampai 17 tahun,Tapteng,cara memulai dari nol,cara mulai nol,cara nol,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,15 sampai 17 tahun,Tapteng,takut kejadiannya terulang lagi,takut jadi ulang,takut ulang,2,1,Ketakutan & Dampak Banjir,0.75
Laki laki,15 sampai 17 tahun,Tapteng,rumah yang hancur sampai sekarang masih terpikirkan,rumah hancur sekarang pikir,rumah hancur sekarang pikir,3,2,Kerusakan Rumah & Bantuan,0.7069
Laki laki,15 sampai 17 tahun,Tapteng,yang saya pikirkan saat masa bencana tahun lalu yaitu gimana keadaan rumah kami di kampung entah masih layak ditempati atau tidak karena informasi dari pemerintah bahwa kampung kami dalam zona merah dan gimana perekonomian kedepannya,saya pikir masa bencana tahun lalu gimana ada rumah di kampung entah layak tempat tidak informasi perintah kampung dalam zona merah gimana ekonomi depan,pikir masa bencana tahun gimana rumah kampung entah layak tempat informasi perintah kampung zona merah gimana ekonomi depan,5,4,Dampak Pendidikan & Tempat Tidur,0.8043
